id,time,noticia,sentiment
48,internacional,"O Inter virou sobre o Bahia na noite desta quarta-feira, no Beira-Rio, venceu por 2 a 1 e mandou o adversário direto às oitavas de final da Conmebol Libertadores para o playoff da Copa Sul-Americana. Em suas redes sociais, o clube gaúcho alfinetou o foguetório armado por baianos e gremistas na madrugada no hotel da equipe . Veja também: + Roger destaca indignação: ""Grupo F*"" + Alisson e Raphinha acompanham jogo + Dê suas notas aos jogadores do Inter + Maurício Saraiva: melhor modo Roger Na noite passada, um grupo de torcedores do Bahia e do Grêmio, rival colorado, se uniram para tentar atormentar os jogadores do Inter. Armaram um foguetório durante a madrugada em frente à concentração colorada em Porto Alegre. A tentativa não surtiu efeito e virou provocação. Depois do resultado definido no Beira-Rio, o Inter publicou em seu perfil no Twitter: – Um deu a assistência, o outro marcou o gol da virada. 🕺⚽️. Soltaram fogos cedo demais. Aqui a festa é no apito final. 😉Nos vemos em agosto, @LibertadoresBR! 👋 A postagem contém um vídeo no qual o atacante Wesley e o atacante Borré dançam na festa do título gaúcho deste ano. Diante do Bahia, o segundo gol saiu de um cruzamento de Wesley para Borré cabecear firme, sem chance a Marcos Felipe. Enquanto o Inter avançou para as oitavas de final da Libertadores com a primeira colocação do Grupo F, o Bahia caiu para terceiro e disputará o playoff contra um dos oito segundos lugares na Copa Sul-Americana. 🎧 Ouça o podcast ge Inter 🎧 + Assista: tudo sobre o Inter no ge e na TV",positive
49,internacional,"Duas semanas após o acidente doméstico com uma lareira ecológica, o ex-zagueiro Lúcio apareceu pela primeira vez, de perfil, em uma publicação feita pela esposa nas redes sociais. Na imagem, o ex-jogador da Seleção e do Internacional segura, sorridente, uma xícara de café e apresenta pequenos ferimentos no rosto. – A nossa melhor foto. O nosso sorriso mais sincero e cheio de gratidão. Nosso primeiro passeio (dentro do hospital) para um café. Que dia maravilhoso. Te amo – escreveu Marília Forgiarini na legenda. Lúcio segue internado no hospital Nora Teixeira, em Porto Alegre, para tratamento das queimaduras de segundo grau que atingiram 18% do corpo, após o acidente com uma lareira na residência de amigos, em Brasília. O caso aconteceu no dia 16, uma semana após comemorar o aniversário de 47 anos. No dia 21, o ex-atleta foi transferido para a capital gaúcha. Conforme a mais recente nota, divulgada pela equipe do atleta na quarta-feira, Lúcio ""vem apresentando boa evolução clínica, e o tratamento vem sendo conduzido com excelência, dedicação e atenção minuciosa."" No domingo, o ex-zagueiro fez uma publicação nas redes sociais dentro de uma câmara hiperbárica, equipamento que ajuda a acelerar a cicatrização.",neutral
50,internacional,"Roger Machado desabafou ao elogiar o grupo do Inter após o 2 a 1 sobre o Bahia na noite desta quarta-feira que garantiu o time nas oitavas de final da Conmebol Libertadores. + O ge está no WhatsApp! Siga o canal ge Inter O Colorado ainda terminou em primeiro lugar do Grupo F com 11 pontos. Justamente em uma chave considerada por muitos a mais complicada. Veja mais: + Alisson e Raphinha torcem pelo Inter na classificação + Deem notas aos colorados após a vaga às oitavas de final + Mauricio Saraiva: classificação no melhor modo Roger Na entrevista coletiva, o técnico apresentou diversos números para defender o grupo pela instabilidade atual e quis mostrar o poder de indignação. Valorizou resultados conquistados após estar atrás no placar e formas diferentes de abordagem, como ocorrido no empate em 3 a 3 com o Nacional , no Beira-Rio. — A síntese é analisar diferentes narrativas dos resultados que temos. Quando recuperamos, como após tomar três do Nacional, o centro do país dizia que tínhamos recuperado, mas aqui na nossa aldeia tínhamos evitado um vexame — afirmou o treinador. Treinador e jogadores sabiam da combinação necessária para alcançar a liderança do Grupo F, o que ocorreu, mas o foco estava na vaga. Aproveitou para agradecer ao torcedor e prometer que o time manterá a entrega para evoluir. — Queríamos classificar. A vitória e combinação de outro resultado nos daria o primeiro lugar. Veio. O torcedor veio ao estádio e queria agradecer pela confiança neste momento de instabilidade. Nem sempre ele entende a escolha, a estratégia do momento. Buscamos fazer o melhor ao grupo. Pode ter certeza de que trabalharemos diuturnamente para vencer, classificar e o torcedor estar feliz — completou. O Inter agora aguarda o sorteio para conhecer o próximo adversário pela Libertadores. Antes, o time volta a concentrar forças no Brasileirão. No domingo, os gaúchos recebem o Fluminense, às 20h30, no Beira-Rio. 🎧 Ouça o podcast ge Inter 🎧 + Assista: tudo sobre o Inter no ge e na TV",positive
51,juventude,"Mesmo com a derrota por 1 a 0 para o Bragantino fora de casa, o técnico do Juventude Claudio Tencati fez uma avaliação otimista da atuação da equipe na noite desta segunda-feira, pela 10ª rodada do Campeonato Brasileiro. Para ele, o time mostrou evolução defensiva e equilíbrio diante de um dos ataques mais fortes da competição, afirmou. + Leia mais notícias do Juventude — A gente sabia que a equipe estava com uma dificuldade defensiva, principalmente fora de casa. Procuramos ajustar os duelos, os gatilhos de pressão — afirmou o treinador. O Juventude teve chances pontuais para empatar, como na cabeçada de Mandaca no travessão, no primeiro tempo, e em jogada de Batalla na etapa final. No entanto, a equipe ainda sofreu com a falta de efetividade ofensiva. — Faltou atacar mais no primeiro tempo. Ainda precisamos melhorar nosso jogo ofensivo, mas a equipe está mais confiante, mais segura. Hoje conseguimos empurrar o Red Bull para trás em alguns momentos, o que poucas equipes fizeram aqui (em Bragança Paulista) — completou. Apesar do resultado negativo, o treinador destacou a melhora na autoestima do grupo e a consistência defensiva. — Conseguimos fazer o que poucas equipes fizeram aqui, jogar o Red Bull para trás. Levar dificuldade. Explorar bem os corredores, e a minha avaliação foi extremamente positiva. Eu vi a evolução da equipe. Vi a consistência da equipe. E a gente tem a tendência a melhorar — afirmou. Agora, o foco do Juventude se volta para o clássico contra o Grêmio, partida no próximo domingo, 16h, no Alfredo Jaconi. — É óbvio que é importante o jogo do final de semana, para a gente terminar essa parada (para o Mundial de Clubes) em uma situação favorável e, inclusive, fora da zona de abaixamento. Então, o nosso foco agora é total para esse enfrentamento com o Grêmio — finalizou o treinador. + Assista tudo sobre o Juventude no ge e na TV:",positive
52,juventude,"O zagueiro Abner, do Juventude, saiu do banco de reservas no jogo da noite desta segunda-feira, que fecha a 10ª rodada do Brasileirão contra o Bragantino . Isso indica que a negociação entre o jogador de 21 anos com o Botafogo está cada vez mais próxima de um acordo. Abner tem seis partidas no Campeonato Brasileiro. Se entrasse em campo hoje, completaria as sete que impedem um atleta de trocar de clube dentro da Série A. Nas outras competições que o Glorioso disputa, não seria um problema. + Leia mais notícias do Botafogo + Leia mais notícias do Juventude Conforme apurou o ge nos últimos dias, houve avanços nas tratativas e existe otimismo para que tudo dê certo em breve. Há duas janelas de transferência no horizonte: a extraordinária para a Copa do Mundo de Clubes (1º a 10 de junho) e a tradicional (10 de julho a 2 de setembro). O Botafogo fez proposta por 90% dos direitos econômicos do jogador, e as cifras giram em torno de US$ 2,5 milhões (cerca de R$ 14,1 milhões na cotação atual). A informação foi publicada pelo jornal ""Pioneiro"" e confirmada pelo ge . A zaga é uma das prioridades para o time do Rio de Janeiro nas janelas que se aproximam. Jair e David Ricardo têm sido os titulares em meio às ausências de Bastos e Barboza. Este último tem chance de retornar na terça-feira, contra a Universidad de Chile, na Conmebol Libertadores . Abner é nascido no Rio de Janeiro, mas deixou a cidade ainda cedo. Depois de passar pelo Bangu na base, seguiu para o América-MG e depois para o Juventude, clube que o revelou no futebol profissional. O Botafogo volta a campo na terça-feira, às 21h30, no estádio Nilton Santos. O Alvinegro precisa vencer a Universidad de Chile para avançar às oitavas de final da Libertadores sem depender de outros resultados.",neutral
53,juventude,"Fala, galera! O time das Dicas Econômicas está de olho no duelo entre Ceará e Atlético-MG , no Castelão. Considerando as últimas seis rodadas do Cartola 2025, o confronto coloca o terceiro melhor mandante frente ao quarto melhor visitante. Portanto, são cinco indicações dessa partida no esquadrão de baixo custo. Escale seu time! O mercado fica aberto até sábado, às 18h29 (de Brasília) . Clique aqui e escale seu time! + Quanto vale a pontuação de cada scout no Cartola? + Seja PRO por R$ 4,99 ao mês para brilhar no Cartola! + Confira a playlist de vídeos do Cartola Esta matéria será atualizada até o dia do fechamento do mercado caso a escalação acima sofra alguma alteração. O banco de reservas das Dicas Econômicas foi preenchido com jogadores que têm boas chances de valorização. Os scouts abaixo são dos jogos do Cartola 2025. Matheus Bahia (lateral do Ceará) - C$ 10.16: média de 10.82 nos quatro jogos em casa, com três SG's, uma assistência, 13 desarmes, cinco faltas recebidas e três finalizações. Lucas Mugni (meia do Ceará) - C$ 8.74: média de 11.80 nos últimos dois jogos em casa, com um gol, uma assistência, seis desarmes, três faltas recebidas e uma FF. Léo Condé (técnico do Ceará) - C$ 8.81: nas últimas seis rodadas, o Ceará tem a terceira melhor média geral mandante (80.80) e a segunda melhor média mandante de defesa (50.33). Natanael (lateral do Atlético-MG) - C$ 8.89: média de 16.30 nos dois últimos jogos fora, com dois SG's, 12 desarmes, três FF's, uma FF e uma falta recebida. Rubens (meia do Atlético-MG) - C$ 8.28 : média de 8.77 nos últimos quatro jogos fora, com 19 desarmes, cinco faltas recebidas, duas FD's e quatro FF's. Marcos Felipe (goleiro do Bahia) - C$ 7.28: média de 8.63 nos três jogos em casa, com dois SG's e 13 defesas. Erick Pulga (atacante do Bahia) - C$ 9.28 : média de 10.50 nos últimos quatro jogos em casa, com dois gols, uma assistência, nove desarmes, 11 faltas recebidas e cinco FF's. Cacá (zagueiro do Corinthians) - C$ 6.52: fez 5.80 no último jogo em casa, com um SG e um FF. Edson Carioca (atacante do Mirassol) - C$ 7.26: média de 10.10 nos três jogos em casa, com dois gols, outras seis finalizações, uma assistência, dois desarmes e quatro faltas recebidas. Léo Ortiz (zagueiro do Flamengo) - C$ 6.64: média de 8.46 nos últimos três jogos em casa, com três SG's, quatro desarmes, uma trave, duas FF's e duas faltas recebidas. Lucas Romero (meia do Cruzeiro) - C$ 8.17: média de 7.42 nos últimos quatro jogos em casa, com um gol, uma assistência, 10 desarmes, sete faltas recebidas e uma FF. Sábado, 31/05 18h30 - Bahia x São Paulo 21h00 - Vasco x Bragantino Domingo, 01/06 11h00 - Mirassol x Sport 16h00 - Santos x Botafogo 16h00 - Juventude x Grêmio 18h30 - Flamengo x Fortaleza 18h30 - Corinthians x Vitória 18h30 - Ceará x Atlético-MG 19h30 - Cruzeiro x Palmeiras 20h30 - Internacional x Fluminense",neutral
54,juventude,"Em busca de reforços para o meio-campo, o Grêmio fez sondagens pelo volante Caíque, de 29 anos, do Juventude. No entanto, o clube da serra gaúcha não demonstrou interesse em negociar o jogador neste momento. Um clube do México também mostrou interesse. Internamente, a direção do Juventude entende que os valores apresentados pelo Tricolor estão abaixo do esperado. Além disso, o jogador é considerado um pilar do time titular que luta pela permanência na Série A. Caíque tem contrato até o fim da temporada e, teoricamente, a partir de julho, pode assinar pré-contrato com outro clube. Se não fizer a venda agora, o Juventude corre o risco de perder o jogador de graça no final do ano. Leia também: + Como o Grêmio busca a ""peça-chave"" para o meio ideal + Abner se aproxima de acerto com o Botafogo No primeiro momento, o clube gaúcho não fez movimentações para renovar o contrato do volante que segue despertando interesse no mercado. Além do Grêmio, um clube do México também realizou consulta pelo jogador. Revelado pela Portuguesa, o volante chegou ao Juventude em 2023, após passagem pelo Ceará, e rapidamente se firmou como titular. Em agosto do ano passado, teve lesão de ligamento cruzado anterior. Neste ano voltou a jogar pelo Juventude e retomou a vaga como titular. Com a abertura da janela de transferências entre os dias 2 e 10 de junho — criada especialmente para o Mundial de Clubes, mas válida para todos os times — e a principal janela entre 10 de julho e 2 de setembro, o Grêmio intensifica o monitoramento do mercado. Segundo apuração do ge , uma das prioridades da comissão técnica é encontrar um jogador com características específicas para atuar como terceiro homem de meio-campo. A ideia de Mano Menezes é contar com um atleta que ajude na criação ao lado do meia central, atuando tanto pelo lado quanto por dentro do campo.",neutral
55,juventude,"A primeira fase da Copa do Brasil feminina 2025 vai iniciar nesta quarta-feira com 16 confrontos. Nesta etapa inicial, somente os clubes da Série A3 do Campeonato Brasileiro irão disputar vaga na segunda fase. Clubes da elite nacional da categoria, como Corinthians , São Paulo , Palmeiras , Flamengo e Cruzeiro entram direto na terceira etapa da competição nacional. Em 2025, a Confederação Brasileira de Futebol (CBF) anunciou a volta da Copa do Brasil feminina após nove anos. O clube campeão vai garantir vaga na Supercopa do Brasil da próxima temporada. Confira abaixo os detalhes dos confrontos da primeira fase do torneio. A primeira fase da competição engloba os clubes da Série A3 do Campeonato Brasileiro feminino. Os classificados enfrentam as equipes da Série A2 na segunda etapa do torneio. Os clubes da elite do futebol nacional, como Corinthians, Cruzeiro e Flamengo, irão ingressar na disputa a partir da terceira fase. Ao todo, são 64 equipes se enfrentando pelo título da Copa do Brasil feminina. Com isso, a competição será dividida em sete fases, todas em mata-mata, jogo único, com vaga decidida nas penalidades máximas em caso de empate no tempo regulamentar. Vale lembrar, antes da primeira etapa, a Copa do Brasil teve uma fase preliminar, que foi disputada entre Juventude-SE e Paraíso-TO. O clube sergipano venceu por 4 a 3, nos pênaltis, após um empate sem gols no tempo regulamentar, e vai enfrentar o Tarumã-AM na primeira fase. A Copa do Brasil Feminina volta a ocorrer após nove anos de hiato. Em 2016, ano de sua última realização, o Audax/Corinthians foi o grande campeão ao bater o São José-SP pelo placar agregado de 5 a 3 (2 a 2 na ida e 3 a 1 na volta).",neutral
56,mirassol,"Yuri Lima anunciou nesta quarta-feira a aposentadoria como jogador de futebol. O anúncio foi pelas redes sociais do agora ex-volante, que informou que trabalhará em uma empresa que faz o agenciamento de atletas de futebol. – São 15 anos jogando. Um clico se encerra. Um novo começa - com o mesmo amor pelo futebol. Agora é hora de impulsionar novos sonhos – publicou o jogador. Yuri também postou um vídeo em sua página no Instagram, que dá mais detalhes sobre a decisão e relembra os anos de carreira. – Desde pequeno, o futebol sempre fez parte da minha vida. Era o sonho do meu pai e acabou virando o nosso também. Eu e meus irmãos crescemos com uma bola no pé. Foi dali do Capão Redondo que eu saí para viver tudo aquilo que a gente imagina quando era moleque. Joguei em grandes estádios e com grandes jogadores. Sou grato por cada clube que me abraçou e me permitiu fazer parte da sua história. Eu sei que hoje o que eu sou são pelas pessoas que cruzaram meu caminho. Foram muitas batalhas mentais, esforço físico e muita dedicação. Por trás de cada partida, teve sacrifício, fé e o apoio da minha família. Tudo valeu a pena. São quase 15 anos dedicados inteiramente ao futebol profissional. – Hoje eu encerro um ciclo, mas não estou dizendo adeus. O futebol sempre foi e sempre vai ser uma das minhas maiores paixões. Agora começo uma nova etapa fora das quatro linhas, mas ainda dentro do jogo. Agora faço parte do time CSR Sports. Quero ajudar novos atletas, como um dia eu fui, cheio de sonhos. Eu confio no poder do esporte e é isso que me faz continuar. Esse é o começo de um novo capítulo, com a certeza que o futebol ainda tem muito para me ensinar – disse o atleta no vídeo. O ex-meio-campista de 30 anos defendeu Fluminense , Santos , Cuiabá, Juventude e, por último, o Mirassol . Ele ganhou muitas manchetes por conta do relacionamento com a cantora Iza. Yuri rescindiu o contrato com o Mirassol em agosto de 2024 . A última partida dele pelo Leão - e no futebol - foi em julho do mesmo ano, quando ele marcou um dos únicos dois gols da carreira, contra o Grêmio Prudente, pela Copa Paulista. Foi no mesmo dia que ele terminou o relacionamento com a cantora, após a revelação de uma traição por parte dele. O jogador teve um filho com a Iza, e os dois retomaram o relacionamento meses depois. Yuri Lima foi revelado pelo Audax em 2016, ano que o time paulista chegou à final do Paulistão. Depois, defendeu Santos, Fluminense, Cuiabá e Juventude. Ao todo, foram 227 jogos na carreira, com dois gols marcados. Veja também + Saiba quem é Yuri Lima + Mais notícias do Mirassol + Yuri largou o futebol para voltar com Iza? Entenda O jogador ganhou destaque após um bom Paulistão em 2016, quando conseguia fazer tanto a função de zagueiro com boa saída de bola, quanto volante. Após isso, foi cedido por empréstimo ao Santos, com opção de compra, o que se consolidou no início de 2018. De lá para cá, passou pelos clubes já citados até chegar ao Mirassol. Na vida pessoal, começou a namorar a cantora Iza em 2023. A primeira vez que apareceram juntos como um casal foi justamente no estádio Maião, no dia 1º de fevereiro de 2023, na partida do Paulistão entre o Mirassol e o Palmeiras. A cantora já marcou presença nas arquibancadas do estádio para torcer por ele. A gravidez do primeiro filho do casal foi anunciada em abril de 2024. O Mirassol até presenteou Yuri com um kit infantil personalizado , na época.",neutral
57,mirassol,"O Coritiba encaminhou a contratação do atacante Clayson, do Mirassol, para a sequência da Série B do Brasileiro. O jogador de 30 anos, que tem passagem pelo Corinthians na carreira, é aguardado nesta quinta-feira para realizar exames médicos e assinar contrato até o final da temporada. 🗞️ Leia mais notícias sobre o Coritiba ✅ Clique aqui e siga o canal ge Coritiba no WhatsApp A informação inicial foi publicada pelo Lance! e confirmada pelo ge . Clayson estava no Mirassol desde o início da temporada atual, mas fez somente 18 jogos e não marcou gol. No período, foram duas assistências. Em 2023 e 2024, o atacante defendeu o Cuiabá, onde era um dos destaques do elenco. Além de Corinthians, Mirassol e Cuiabá, Clayson também jogou por União São João, Ituano, Ponte Preta, Bahia, além de times do futebol asiático como Al-Faisaly (Arábia Saudita) e V-Varen Nagasaki (Japão). No Coritiba , Clayson chega junto de um outro companheiro do Mirassol: Iury Castilho. O Coxa será o terceiro clubes que eles vão atuar. Antes do time paulista, eles foram parceiros também no Cuiabá, em 2023. Apesar dos reforços, os dois estarão à disposição do técnico Mozart a partir de segunda-feira, data que se abre a janela de transferências no período de contratações para o Mundial de Clubes.",positive
58,mirassol,"O árbitro do jogo de Mirassol e São Paulo , Alex Gomes Stefano, colocou na súmula que o primeiro gol do Leão foi contra de Ferraresi, zagueiro do Tricolor. Havia a expectativa pela marcação do gol do meia Gabriel, em uma disputa pela bola entre os dois (confira o vídeo acima) , aos sete minutos do segundo tempo no duelo da décima rodada no Morumbis, no último sábado. O time do interior venceu por 2 a 0. O gol aconteceu em uma jogada construída por Edson Carioca e Lucas Ramon, que bateu para o gol e contou com falha do goleiro Rafael, que rebateu para o lado. Gabriel e Ferraresi disputaram a bola, que entrou no fundo das redes. Em fala bem humorada nas redes sociais do Mirassol, o meia garantiu que tocou na bola. – Não tem problema não, vamos em busca de mais. A bola pegou em mim, dividida, faz parte, mas tá de boa – disse o meia ( veja entrevista abaixo). Veja também + Mirassol encerra três marcas negativas em vitória contra o São Paulo + Coritiba encaminha a contratação do atacante Iury Castilho, do Mirassol + Confira a tabela do Brasileirão O meio-campista do time amarelo e verde faz sua terceira temporada pelo clube com 18 gols e 10 assistências em 115 partidas. A próxima oportunidade para o maestro marcar no Brasileirão é na 11ª rodada do Brasileirão, quando o Mirassol recebe o Sport, no próximo domingo, às 11h, no Maião.",neutral
59,mirassol,"O Remo anunciou nesta terça-feira, dia 27, a contratação do atacante Matheus Davó, que estava no Mirassol . Ele chega durante esta semana em Belém para realizar exames e assinar contrato com o time para a sequência da Série B do Brasileiro. 📲 Acesse o canal do ge Pará no WhatsApp O clube anunciou que comprou 60% dos direitos federativos do jogador, que pertencia ao Cruzeiro. Ele assinará com o Remo até abril de 2026, com possibilidade de ampliação do vínculo em caso de acesso para a Série A, conforme apuração do ge . Os valores da negociação não foram revelados pelo clube. Vale lembrar que o interesse do Leão em Davó já havia sido admitido tanto pelo técnico Daniel Paulista , em entrevista coletiva no último dia 23, como pelo executivo de futebol do clube, Sérgio Papellin , que havia revelado que o negócio estava adiantado. Matheus Davó estava no Mirassol, clube da Série A do Brasileiro. Por lá, ele atuou em 10 jogos, marcando um gol e dando uma assistência. Ele acumula passagens por América-MG, Cruzeiro, Bahia, Corinthians, São Bernardo, Guarani (na base e profissional) e Philadelphia Union, dos Estados Unidos. No Remo, o novo contratado azulino poderá estrear a partir do dia 2 de julho, quando abre a janela de transferências do mundial de clubes, e irá compor um setor que conta com nomes como Adailton, Felipe Vizeu, Gabryel Martins, Maxwell (lesionado), Pedro Rocha, PH e Ytalo ( que pode sair do time ).",positive
60,mirassol,"O Mirassol quebrou três tabus de uma vez com a vitória por 2 a 0 sobre o São Paulo , no último sábado, pela décima rodada do Brasileirão. O time amarelo e verde conquistou sua primeira vitória fora de casa pela elite nacional após três empates e duas derrotas. O segundo ponto é que, além disso, o Mirassol não vencia uma partida longe do Maião há quase quatro meses. A última vez que isso tinha acontecido foi quando bateu o Velo Clube por 1 a 0, pela sexta rodada do Paulistão, no começo de fevereiro. Veja também + Guanaes comemora fim do jejum do Mirassol fora de casa + Coritiba encaminha a contratação do atacante Iury Castilho + Tabela e classificação da Série A Outra meta alcançada - e muito cobrada pelo técnico Rafael Guanaes - era a de terminar um jogo sem sofrer gols. O Mirassol chegou a ficar 16 jogos consecutivos sendo vazado, marca que, enfim, foi quebrada no último fim de semana. O caçula da Série A é apenas o 13º deste Brasileirão no quesito melhores defesas. Por outro lado, tem o segundo melhor ataque da competição com 16 gols, atrás apenas do Flamengo, que soma 19. Esta foi a segunda vez que o Mirassol venceu o São Paulo dentro do Morumbis. A primeira oportunidade foi nas quartas de final do Campeonato Paulista de 2020, quando triunfou por 3 a 2 com dois gols de Zé Roberto e um de Daniel Borges. O resultado eliminou o Tricolor do estadual daquele ano. Com esta segunda vitória, o caçula da Série A torna-se uma espécie de ""pedra no sapato"" são-paulino, especialmente na casa adversária. Isso porque estas são as duas únicas vitórias que o Mirassol tem em 16 confrontos com o time da capital. O Mirassol é o nono colocado com 14 pontos e, pela 11ª rodada do Brasileirão, recebe o Sport, no próximo domingo (1º), às 11h, no Maião.",positive
61,mirassol,"O Coritiba encaminhou a contratação do atacante Iury Castilho, do Mirassol . As partes chegaram a um acerto verbal e definem alguns detalhes. O jogador deve chegar a Curitiba nos próximos dias para fazer exames médicos e assinar o contrato. Iury Castilho participou de todos os jogos do Mirassol nesta temporada. No total foram 22 partidas, e cinco gols. O jogador tem dois acessos consecutivos no currículo e tem a confiança do técnico Mozart. Inclusive, o atacante foi uma das indicações do comandante no início da temporada. + Mais notícias do Coritiba + Mais notícias do Mirassol + Blog da Nadja: os bastidores do futebol paranaense O Coritiba apresentou para Iury um projeto em que o jogador é peça fundamental para a equipe ser reforçada e brigar pelo acesso a Série A. O atacante viu com surpresa o afastamento no Mirassol, já que vinha atuando frequentemente. Mas, desde que o Mirassol colocou o atleta com ""disponível"", resolveu virar a chave e já focar em ajudar o Coritiba a ser protagonista na Série B. Assim que concretizar o acerto, Iury Castilho fica à disposição para estrear pelo Coritiba a partir de 2 de junho, data de abertura da janela de transferências em razão do Mundial de Clubes. Há alguns dias, o ge recebeu a informação sobre o interesse do Coritiba no atacante. A resposta foi que como Iury jogou todas as partidas pelo Mirassol nesta temporada e, em um primeiro momento, revelou a vontade de seguir na equipe paulista, que disputa a Série A do Campeonato Brasileiro. Essa informação foi confirmada pelo ge com todas as partes. Porém, Coritiba e Mirassol avançaram as conversas. Na quinta-feira, o jogador foi comunicado, ao chegar no time paulista, que seria afastado para treinar em separado. Iury revelou nas redes sociais que foi surpreendido com a atitude do clube. No instante em que o Mirassol sinalizou estar realmente disposto a negociá-lo, Iury passou a buscar informações do Coritiba. O jogador, claro ficou chateado com a atitude do clube paulista, mas entendeu que pode ser importante no Coritiba. O atleta e o empresário dele conversaram com a direção do Coritiba nos últimos dias, e o clube apresentou um projeto. Mais notícias do esporte paranaense em ge.globo/pr",positive
62,mirassol,"A vitória sobre o São Paulo em pleno Morumbis , neste sábado, pela 10ª rodada do Brasileirão, teve um sabor especial para o Mirassol . A equipe voltou a vencer fora de casa após quase quatro meses, conseguiu não ser vazada após 16 jogos sofrendo gols e, de quebra, chegou a três rodadas invicta. Veja também + Tabela e classificação do Brasileirão + Como foi São Paulo 0 x 2 Mirassol Os ingredientes em questão levaram o técnico Rafael Guanaes a comemorar muito não apenas o resultado, mas também o desempenho da equipe. – Uma noite especial para todos nós, a primeira vitória fora de casa em uma Série A de Campeonato Brasileiro. O foco é sempre o desempenho, o dia a dia, continuar plantando boas sementes que acreditamos que vamos colher bons frutos. É um bom início de competição em uma sequência que, não podemos sofrer por antecipação, mas vamos construir o nosso dia para enfrentar esses desafios grandes – disse. – Não só vencer fora de casa uma equipe como o São Paulo , mas conseguindo ceder muito pouco em relação a chances claras e expectativa de gol. A equipe foi muito sólida defensivamente, cedeu muito pouco e teve essa premissa de conseguir pressionar o adversário no campo deles. Obviamente que com a capacidade que eles têm e depois de estarmos com o placar à frente, há uma exposição maior e os números mudam um pouco. Mas na maior parte do jogo conseguimos ter o controle através da posse e da pressão – completou. O treinador do Leão revelou a estratégia adotada para a partida e disse acreditar que a marcação alta e a busca pela posse de bola foram determinantes para a vitória, que considerou merecida. – A ideia do jogo era conseguir sempre equilibrar através da posse e da pressão alta também. Sabemos que o São Paulo é uma equipe qualificada, que procura ter a bola, com jogadores de meio muito criativos. Mas fizemos um jogo muito equilibrado e com destaques individuais também. E apesar de estarmos preparados, temos de colocar isso em xeque com o desempenho. Não foi nem uma questão de postura em relação ao adversário, mas ao que tentamos impor através da pressão e da posse. Acredito que conseguimos executar com maestria e saímos com três pontos merecidos. Rafael Guanaes ainda admitiu que o início de Brasileirão do Mirassol está acima até mesmo das expectativas iniciais internas e atribuiu isso ao trabalho diário e às boas atuações na competição. – Todos declaram que o Mirassol seria uma equipe rebaixada ainda muito cedo. Somos muito pé no chão, sabemos que a estrada é longa e após a parada o campeonato muda demais. Estarmos hoje na posição que estamos e principalmente perto de 50% de aproveitamento está acima do que projetávamos. Ao mesmo tempo, o nosso dia a dia é muito bom e o desempenho de praticamente todos os jogos também. O Mirassol é o oitavo colocado com 14 pontos e, pela 11ª rodada do Brasileirão, recebe o Sport, no próximo domingo (1º), às 11h, no Maião.",positive
